otuId	Confidence	Kingdom	Phylum	Class	Order	Family	Genus	Species
239	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
240	0	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Pacebacteria	Candidatus_Pacebacteria_fa	Candidatus_Pacebacteria_ge	
241	0	Bacteria	Firmicutes	Bacilli	Bacillales	Family_X	Thermicanus	
242	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Soehngenia	
243	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
244	0	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22_fa	JGI_0000069-P22_ge	
245	0	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031_fa	SBR1031_ge	
246	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	uncultured	
247	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Sporacetigenium	
248	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	
249	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus	
250	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	
251	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae_unclassified	
252	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	
253	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter	
254	0	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	
255	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Betaproteobacteriales_unclassified	Betaproteobacteriales_unclassified	
256	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
257	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystaceae_unclassified	
258	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	
259	0	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge	
260	0	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
261	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincola	
262	0	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
263	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	
264	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
265	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	bacteriap25_ge	
266	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Tepidiphilus	
267	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Sedimentibacter	
268	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxellaceae_unclassified	
269	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
270	0	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	
271	0	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Isosphaeraceae_unclassified	
272	0	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	
273	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae_unclassified	
274	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria_fa	Candidatus_Yanofskybacteria_ge	
275	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	
276	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	
277	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	
278	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
279	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae_unclassified	
280	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	
281	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Inhella	
282	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	
283	0	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellae_unclassified	Kiritimatiellae_unclassified	Kiritimatiellae_unclassified	
284	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
285	0	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	
286	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus	
287	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
288	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	
289	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	uncultured	
290	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	
291	0	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	
292	0	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_fa	Babeliales_ge	
293	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	
294	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	HdN1	
295	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
296	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	
297	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	
298	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Acidaminobacter	
299	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323	Amb-16S-1323_ge	
300	0	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Leptonema	
301	0	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_or	Parcubacteria_fa	Parcubacteria_ge	
302	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitibacter	
303	0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	
304	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	
305	0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	
306	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	
307	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	
308	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
309	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	
310	0	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)_fa	Absconditabacteriales_(SR1)_ge	
311	0	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	Vampirovibrionales_fa	Vampirovibrionales_ge	
312	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	
313	0	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	
314	0	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus	
315	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
316	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
317	0	Bacteria	Latescibacteria	Latescibacteria_cl	Latescibacteria_or	Latescibacteria_fa	Latescibacteria_ge	
318	0	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Paludibaculum	
319	0	Bacteria	Planctomycetes	Phycisphaerae	Pla1_lineage	Pla1_lineage_fa	Pla1_lineage_ge	
320	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	
321	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pigmentiphaga	
322	0	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaerales_unclassified	Tepidisphaerales_unclassified	
323	0	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae_ge	
324	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_unclassified	
325	0	Bacteria	Acidobacteria	Subgroup_6	Subgroup_6_unclassified	Subgroup_6_unclassified	Subgroup_6_unclassified	
326	0	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	IMCC26256_fa	IMCC26256_ge	
327	0	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured_fa	uncultured_ge	
328	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified	
329	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	
330	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	
331	0	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	WCHB1-41_fa	WCHB1-41_ge	
332	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosiaceae_unclassified	
333	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified	
334	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobiaceae_unclassified	
335	0	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	
336	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	
337	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
338	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured_ge	
339	0	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	
340	0	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiia_unclassified	Acidimicrobiia_unclassified	Acidimicrobiia_unclassified	
341	0	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_fa	Bradymonadales_ge	
342	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_7	
343	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
344	0	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	uncultured	
345	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	uncultured	
346	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	
347	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succinispira	
348	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Elioraeaceae	Elioraea	
349	0	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	
350	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	
351	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
352	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	
353	0	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	
354	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	
355	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacteriaceae_unclassified	
356	0	Bacteria	Patescibacteria	ABY1	ABY1_unclassified	ABY1_unclassified	ABY1_unclassified	
357	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured	
358	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	
359	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia	
360	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	uncultured	
361	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_10	
362	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	37-13_ge	
363	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodopirillaceae	Defluviicoccus	
364	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	
365	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae_unclassified	
366	0	Bacteria	Proteobacteria	Deltaproteobacteria	RCP2-54	RCP2-54_fa	RCP2-54_ge	
367	0	Bacteria	Planctomycetes	vadinHA49	vadinHA49_or	vadinHA49_fa	vadinHA49_ge	
368	0	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	Aminicenantales_fa	Aminicenantales_ge	
369	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	uncultured	
370	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccaceae_unclassified	
371	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
372	0	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Candidatus_Gortzia	
373	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	
374	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	
375	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_3	
376	0	Bacteria	Actinobacteria	Actinobacteria	PeM15	PeM15_fa	PeM15_ge	
377	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	
378	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Zoogloea	
379	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_ge	
380	0	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	
381	0	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	
382	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	
383	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	uncultured	
384	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	
385	0	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9_fa	RBG-13-54-9_ge	
386	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	
387	0	Bacteria	Coprothermobacteraeota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	
388	0	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Gottesmanbacteria	Candidatus_Gottesmanbacteria_fa	Candidatus_Gottesmanbacteria_ge	
389	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured_ge	
390	0	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Collierbacteria	Candidatus_Collierbacteria_fa	Candidatus_Collierbacteria_ge	
391	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified	
392	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	
393	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Blvii28_wastewater-sludge_group	
394	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
395	0	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085_fa	S085_ge	
396	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangiaceae_unclassified	
397	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	
398	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	
399	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutaceae_unclassified	
400	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	
401	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
402	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	
403	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Bacillales_unclassified	
404	0	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Elev-16S-1166	
405	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea	
406	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
407	0	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	
408	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_unclassified	
409	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonadaceae_unclassified	
410	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	
411	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichales_unclassified	Microtrichales_unclassified	
412	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	
413	0	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Nitrosococcaceae_unclassified	
414	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Huakuichenia	
415	0	Bacteria	Armatimonadetes	uncultured	uncultured_or	uncultured_fa	uncultured_ge	
416	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	
417	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge	
418	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	
419	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminivibrio	
420	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Syner-01	
421	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_12	
422	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	DSSF69	
423	0	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	
424	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	mle1-27_ge	
425	0	Bacteria	Chloroflexi	KD4-96	KD4-96_or	KD4-96_fa	KD4-96_ge	
426	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiellaceae_unclassified	
427	0	Bacteria	Hydrothermae	Hydrothermae_cl	Hydrothermae_or	Hydrothermae_fa	Hydrothermae_ge	
428	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	
429	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified	
430	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified	
431	0	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	uncultured	
432	0	Bacteria	Planctomycetes	Planctomycetes_unclassified	Planctomycetes_unclassified	Planctomycetes_unclassified	Planctomycetes_unclassified	
433	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	
434	0	Bacteria	Atribacteria	JS1	JS1_or	JS1_fa	JS1_ge	
435	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	
436	0	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge	
437	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	
438	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	cvE6_ge	
439	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	
440	0	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge	
441	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Leeiaceae	uncultured	
442	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
443	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	
444	0	Archaea	Euryarchaeota	Methanomicrobia	uncultured	uncultured_fa	uncultured_ge	
445	0	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	
446	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Youngiibacter	
447	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
448	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	
449	0	Bacteria	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	LNR_A2-18	
450	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
451	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_unclassified	
452	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	
453	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_unclassified	Rickettsiales_unclassified	
454	0	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	
455	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	
456	0	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	
457	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
458	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	
459	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	
460	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Dechloromonas	
461	0	Bacteria	Caldiserica	Caldisericia	Caldisericales	TTA-B1	TTA-B1_ge	
462	0	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	uncultured_ge	
463	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
464	0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae	Methylosarcina	
465	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_8	
466	0	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	
467	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacteraceae_unclassified	
468	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_1	
469	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae_unclassified	
470	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Hydrogenophilaceae_unclassified	
471	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Fodinicola	
472	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	
473	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Fodinicurvataceae	Fodinicurvataceae_unclassified	
474	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Ferribacterium	
475	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	966-1	
476	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
477	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	
478	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge	
479	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae_unclassified	
480	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	
481	0	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
482	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	
483	0	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
