otuId	Confidence	Kingdom	Phylum	Class	Order	Family	Genus	Species
730	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae_unclassified	
731	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rehaibacterium	
732	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	
733	0	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmataceae_unclassified	
734	0	Bacteria	Patescibacteria	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified	
735	0	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Seleniivibrio	
736	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	
737	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexaceae_unclassified	
738	0	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	
739	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionales_unclassified	Desulfovibrionales_unclassified	
740	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida	
741	0	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria	Candidatus_Falkowbacteria_fa	Candidatus_Falkowbacteria_ge	
742	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba	
743	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	B1-7BS_ge	
744	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	
745	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	uncultured	
746	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	S5-A14a	
747	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Oxobacter	
748	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Gelria	
749	0	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Thermogutta	
750	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacteraceae_unclassified	
751	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	
752	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	
753	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	
754	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	
755	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardiaceae_unclassified	
756	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Skermania	
757	0	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20	
758	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	
759	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured	
760	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
761	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	uncultured	uncultured_ge	
762	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sphaerotilus	
763	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	
764	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	
765	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Hydrogenophilus	
766	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae_unclassified	
767	0	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacteraceae_unclassified	
768	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Tepidimonas	
769	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiales_unclassified	Thermomicrobiales_unclassified	
770	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Propionivibrio	
771	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminobacterium	
772	0	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	
773	0	Bacteria	Firmicutes	Clostridia	D8A-2	D8A-2_fa	D8A-2_ge	
774	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	
775	0	Bacteria	Caldiserica	Caldisericia	Caldisericales	WCHB1-02	WCHB1-02_ge	
776	0	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Sulfophobococcus	
777	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	DS-100	DS-100_fa	DS-100_ge	
778	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Zambryskibacteria	Candidatus_Zambryskibacteria_fa	Candidatus_Zambryskibacteria_ge	
779	0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophagaceae_unclassified	
780	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Caenimonas	
781	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	
782	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_unclassified	Anaerolineae_unclassified	Anaerolineae_unclassified	
783	0	Bacteria	Acidobacteria	Subgroup_6	Unknown_Order	Unknown_Family	Luteitalea	
784	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Flectobacillus	
785	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
786	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	
787	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	
788	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	OLB17	
789	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12	
790	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans	
791	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	
792	0	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	ADurb.Bin180_fa	ADurb.Bin180_ge	
793	0	Archaea	Nanoarchaeaeota	Woesearchaeia	Woesearchaeia_or	Woesearchaeia_fa	Woesearchaeia_ge	
794	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	
795	0	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadales_unclassified	Armatimonadales_unclassified	
796	0	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409_ge	
797	0	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	
798	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	
799	0	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	
800	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_ge	
801	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
802	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Syntrophaceticus	
803	0	Bacteria	Actinobacteria	Coriobacteriia	OPB41	OPB41_fa	OPB41_ge	
804	0	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadales_unclassified	Fimbriimonadales_unclassified	
805	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family_III	Family_III_unclassified	
806	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	SRB2	SRB2_ge	
807	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis	Proteiniborus	
808	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family_III	Thermovorax	
809	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	
810	0	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria_fa	Candidatus_Shapirobacteria_ge	
811	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_unclassified	Planctomycetacia_unclassified	Planctomycetacia_unclassified	
812	0	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	
813	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	C39	
814	0	Bacteria	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Cloacimonadaceae_unclassified	
815	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rivibacter	
816	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Vitreoscilla	
817	0	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	uncultured	
818	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Caldimonas	
819	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified	
820	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	
821	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia	
822	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Stenotrophobacter	
823	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrionaceae_unclassified	
824	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus	
825	0	Bacteria	Proteobacteria	Gammaproteobacteria	eub62A3	eub62A3_fa	eub62A3_ge	
826	0	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Niveispirillum	
827	0	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	
828	0	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
829	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	
830	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutales_unclassified	Opitutales_unclassified	
831	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
832	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	
833	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	
834	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus	
835	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	
836	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	
837	0	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031_unclassified	SBR1031_unclassified	
838	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus_Rhabdochlamydia	
839	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	
840	0	Bacteria	Firmicutes	Clostridia	MBA03	MBA03_fa	MBA03_ge	
841	0	Bacteria	Chloroflexi	Anaerolineae	MSB-5E12	MSB-5E12_fa	MSB-5E12_ge	
842	0	Bacteria	Elusimicrobia	Lineage_IIc	Lineage_IIc_or	Lineage_IIc_fa	Lineage_IIc_ge	
843	0	Bacteria	Proteobacteria	Gammaproteobacteria	WN-HWB-116	WN-HWB-116_fa	WN-HWB-116_ge	
844	0	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured_fa	uncultured_ge	
845	0	Bacteria	Patescibacteria	WWE3	WWE3_or	WWE3_fa	WWE3_ge	
846	0	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_fa	Puniceispirillales_ge	
847	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
848	0	Bacteria	Tenericutes	Mollicutes	EUB33-2	EUB33-2_fa	EUB33-2_ge	
849	0	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Brocadiaceae	Candidatus_Brocadia	
850	0	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_PCC-6306	
851	0	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus_Latescibacter	
852	0	Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	
853	0	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	
854	0	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	EPR3968-O8a-Bc78_fa	EPR3968-O8a-Bc78_ge	
855	0	Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus_Contendobacter	
856	0	Bacteria	Proteobacteria	Gammaproteobacteria	Run-SP154	Run-SP154_fa	Run-SP154_ge	
857	0	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	vadinBA26_fa	vadinBA26_ge	
858	0	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_cl	Marinimicrobia_(SAR406_clade)_or	Marinimicrobia_(SAR406_clade)_fa	Marinimicrobia_(SAR406_clade)_ge	
859	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomycetaceae_unclassified	
860	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	S0134_terrestrial_group_or	S0134_terrestrial_group_fa	S0134_terrestrial_group_ge	
861	0	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	MSBL3	
862	0	Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Thiovirga	
863	0	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	
864	0	Bacteria	Patescibacteria	Microgenomatia	Microgenomatia_or	Microgenomatia_fa	Microgenomatia_ge	
865	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
866	0	Bacteria	Elusimicrobia	Elusimicrobia	Lineage_IV	Lineage_IV_fa	Lineage_IV_ge	
867	0	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	
868	0	Bacteria	Chloroflexi	Anaerolineae	C10-SB1A	C10-SB1A_fa	C10-SB1A_ge	
869	0	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_or	BD2-11_terrestrial_group_fa	BD2-11_terrestrial_group_ge	
870	0	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15_fa	SJA-15_ge	
871	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	uncultured	
872	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	
873	0	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	CCM19a_fa	CCM19a_ge	
874	0	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	Clade_III_ge	
875	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Doudnabacteria	Candidatus_Doudnabacteria_fa	Candidatus_Doudnabacteria_ge	
876	0	Bacteria	Acidobacteria	Acidobacteria_unclassified	Acidobacteria_unclassified	Acidobacteria_unclassified	Acidobacteria_unclassified	
877	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified	
878	0	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	
879	0	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	SG8-4_ge	
880	0	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	L21-RPul-D3	L21-RPul-D3_ge	
881	0	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	uncultured	
882	0	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacteraceae_unclassified	
883	0	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	uncultured	
884	0	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	
885	0	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_ge	
886	0	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema_CCAP_1459-11B	
887	0	Bacteria	FCPU426	FCPU426_cl	FCPU426_or	FCPU426_fa	FCPU426_ge	
888	0	Bacteria	WS2	WS2_cl	WS2_or	WS2_fa	WS2_ge	
889	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_unclassified	Verrucomicrobiae_unclassified	Verrucomicrobiae_unclassified	
890	0	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Candidatus_Methanoplasma	
891	0	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	
892	0	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	
893	0	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Candidatus_Methanofastidiosum	
894	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	
895	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	
896	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_unclassified	
897	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagales_unclassified	Chitinophagales_unclassified	
898	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Parasediminibacterium	
899	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	
900	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomicaceae_unclassified	
901	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	OLB8	
902	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus	
903	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	UBA6140	
904	0	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	
905	0	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
906	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria_fa	Candidatus_Moranbacteria_ge	
907	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Gallionellaceae	uncultured	
908	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
909	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Fulvimonas	
910	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacteraceae_unclassified	
911	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified	
912	0	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadales_fa	Chthonomonadales_ge	
913	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	
914	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus	
915	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobiaceae_unclassified	
916	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
917	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	
918	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	
919	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	
920	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Ancalomicrobium	
921	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Neo-b11	
922	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloligellaceae_unclassified	
923	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Schlesneriaceae	Schlesneria	
924	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	
925	0	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	
926	0	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
927	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	
928	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Lactivibrio	
929	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistaceae_unclassified	
930	0	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	
931	0	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Candidatus_Paraholospora	
932	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_unclassified	Saccharimonadales_unclassified	
933	0	Bacteria	Firmicutes	Clostridia	DTU014	DTU014_fa	DTU014_ge	
934	0	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	SC103	
935	0	Bacteria	Patescibacteria	CPR2	CPR2_or	CPR2_fa	CPR2_ge	
936	0	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	
937	0	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria_fa	Candidatus_Magasanikbacteria_ge	
938	0	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified	
939	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11_gut_group	
940	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	MgMjR-022	MgMjR-022_ge	
941	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	uncultured	
942	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
943	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	
944	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	
945	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	M2PB4-65_termite_group	M2PB4-65_termite_group_ge	
946	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	A7P-90m	
947	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Acetobacteroides	
948	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacteraceae_unclassified	
949	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
950	0	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Captivus	
951	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UKL13-1	
952	0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylohalobiaceae	Methylothermus	
953	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	
954	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Insolitispirillum	
955	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	BRH-c57	
956	0	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmatales_fa	Izimaplasmatales_ge	
957	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	uncultured	uncultured_ge	
958	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	
959	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus	
960	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
961	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Candidatus_Jidaibacter	
962	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	
963	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Oricola	
964	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Family_XI_unclassified	
965	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	
966	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIV	Proteinivorax	
967	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
968	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	
969	0	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family_ge	
970	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_9	
971	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	W5053	
